date_of_spill_edit,operator_edit,lease_facility_name,county_edit,type_operation,source,probable_cause_edit,release_crude_oil_edit,release_prod_water_edit,recovery_crude_oil_edit,recovery_prod_water_edit,spill_on_water_edit
2016-05-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Bowles, D.T.",Midland,injection/disposal,flowline,CORROSION,0,7350,0,7140,NO
2016-05-23,Pioneer Natural Resources (acq. by ExxonMobil 2023),Anderson 11,Martin,production,tank battery,WEATHER,0,1827,0,0,NO
2016-05-31,Pioneer Natural Resources (acq. by ExxonMobil 2023),King -D-,Midland,injection/disposal,tank battery,WEATHER,168,19320,126,15120,NO
2016-05-31,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Strain ""11""",Martin,production,tank battery,WEATHER,20.16,4368,15.12,4368,NO
2016-05-31,Pioneer Natural Resources (acq. by ExxonMobil 2023),Scharbauer Ranch,Martin,injection/disposal,tank battery,WEATHER,336,3360,336,3150,NO
2016-05-31,Pioneer Natural Resources (acq. by ExxonMobil 2023),Hamm,Martin,production,tank battery,WEATHER,42,2247,0,0,NO
2016-06-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),Rocker B -N-,Reagan,injection/disposal,Tank Battery,MECHANICAL FAILURE,281.4,9030,252,8820,NO
2016-06-16,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Spraberry Unit,Midland,production,tank battery,WEATHER,420,294,420,210,NO
2016-06-25,Pioneer Natural Resources (acq. by ExxonMobil 2023),Flanagan 14-Lloyd A,Glasscock,production,flowline,CORROSION,5670,6930,5544,6636,NO
2016-06-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Cook ""21""",Martin,production,tank battery,MECHANICAL FAILURE,756,420,735,336,NO
2016-07-05,Pioneer Natural Resources (acq. by ExxonMobil 2023),Germania Spraberry Unit,Martin,injection/disposal,tank battery,WEATHER,0,8400,0,0,NO
2016-07-31,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Miles ""F""",Midland,injection/disposal,flowline,MECHANICAL FAILURE,0,8190,0,7770,NO
2016-08-01,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Brunson ""C""",Midland,production,flowline,CORROSION,1050,630,1050,210,NO
2016-08-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),Donovan-D,Midland,production,tank battery,MECHANICAL FAILURE,3570,2940,3360,2688,NO
2016-09-05,Pioneer Natural Resources (acq. by ExxonMobil 2023),XBC Giddings Estate F,Upton,Production,Tank Battery,CORROSION,630,1470,504,1386,NO
2016-09-17,Pioneer Natural Resources (acq. by ExxonMobil 2023),Spraberry Driver Unit,Reagan,production,tank battery,WEATHER,0,1050,0,420,NO
2016-09-17,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston Spraberry Unit,Midland,production,tank battery,WEATHER,0,1050,0,840,NO
2016-09-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Hutt, Donald L. Fee",Midland,injection/disposal,tank battery,MECHANICAL FAILURE,0,13440,0,11340,NO
2016-09-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),Mabee -C-,Midland,production,tank battery,WEATHER,0,2604,0,1680,NO
2016-10-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sweatt,Martin,injection/disposal,flowline,CORROSION,0,5040,0,4200,NO
2016-10-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),North Pembrook,Reagan,production,flowline,unknown,231,92400,220.5,88200,
2016-10-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),Scharbauer,Martin,injection/disposal,well,MECHANICAL FAILURE,0,9240,0,8400,NO
2016-11-05,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Stone ""70""",Martin,production,tank battery,WEATHER,0,5880,0,5880,NO
2016-11-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),Pembrook Unit,Upton,production,well,MECHANICAL FAILURE,294,126,252,84,NO
2016-11-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Donald L. Hutt ""E""",Midland,injection/disposal,flowline,CORROSION,0,27300,0,26880,NO
2016-11-17,Pioneer Natural Resources (acq. by ExxonMobil 2023),"ODaniel, E.T.",Midland,injection/disposal,tank battery,MECHANICAL FAILURE,0,5880,0,5460,NO
2016-11-21,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Tate ""B""",Martin,injection/disposal,tank battery,HUMAN ERROR,0,9240,0,8820,NO
2016-11-28,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston Spraberry Unit,Midland,injection/disposal,tank battery,MECHANICAL FAILURE,0,5880,0,5250,NO
2016-12-05,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston 5,Midland,injection/disposal,flowline,CORROSION,0,7980,0,7560,NO
2016-12-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),Glasscock A5,Martin,production,well,MECHANICAL FAILURE,630,1470,0,0,NO
2016-12-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),"ODaniel, E.T.",Midland,production,well,MECHANICAL FAILURE,84,4956,42,4830,NO
2016-12-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Howard ""25""",Martin,production,flowline,MECHANICAL FAILURE,756,1260,630,1050,NO
2017-01-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Stone ""40""",Glasscock,injection/disposal,tank battery,HUMAN ERROR,0,4200,0,3780,NO
2017-01-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),ULCAK-EDWARDS GAS UNIT,Lavaca,PRODUCTION,TANK,WEATHER / MECHANICAL FAILURE,0,42,0,0,
2017-01-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),F40 #3 Drip Panhandle Gath Sys,Hartley,production,pipeline,MECHANICAL FAILURE,,126,,0,NO
2017-01-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),Midkiff Unit,Midland,production,flowline,MECHANICAL FAILURE,840,42,840,0,NO
2017-01-23,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston Spraberry Unit,Midland,production,tank battery,MECHANICAL FAILURE,546,588,420,126,NO
2017-01-23,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Dickenson ""E""",Martin,production,flowline,MECHANICAL FAILURE,336,1848,315,1764,NO
2017-02-01,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sale Ranch 20G,Martin,production,tank battery,HUMAN ERROR,0,10500,0,6300,NO
2017-02-03,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Crespi ""O""",Midland,injection/disposal,flowline,HUMAN ERROR,0,12180,0,11760,NO
2017-02-15,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Parks ""13""",Midland,production,well,third party,336,588,294,504,NO
2017-02-24,Pioneer Natural Resources (acq. by ExxonMobil 2023),XBC Giddings Estate,Upton,production,well,MECHANICAL FAILURE,210,84,0,0,NO
2017-03-17,Pioneer Natural Resources (acq. by ExxonMobil 2023),Hyatt -H-,Martin,injection/disposal,tank battery,MECHANICAL FAILURE,0,7140,0,6300,NO
2017-03-21,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston 5,Midland,production,tank battery,MECHANICAL FAILURE,1680,840,1554,630,NO
2017-03-27,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Powell ""13""",Upton,Production,tank battery,MECHANICAL FAILURE,1680,420,1470,210,NO
2017-03-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Foreman, Mayme A SWD",Martin,production,well,HUMAN ERROR,84,26460,0,25620,NO
2017-04-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Dove ""Z""",Martin,injection/disposal,tank battery,MECHANICAL FAILURE,0,13440,0,12600,NO
2017-04-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Spraberry Unit,Midland,production,tank battery,CORROSION,630,630,420,0,NO
2017-04-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),Scharbauer -H-,Martin,injection/disposal,tank battery,HUMAN ERROR,0,8400,0,7980,NO
2017-04-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston 5,Midland,injection/disposal,flowline,CORROSION,0,5670,0,5460,NO
2017-04-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Jones ""E""",Martin,production,flowline,CORROSION,294,2940,273,2730,NO
2017-05-08,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Tippett ""D""",Midland,injection/disposal,tank battery,CORROSION,0,5880,0,5040,NO
2017-05-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),"University ""7-33""",Andrews,production,tank battery,MECHANICAL FAILURE,1386,924,1260,840,NO
2017-05-12,Pioneer Natural Resources (acq. by ExxonMobil 2023),Stimson Burley -D-,Martin,injection/disposal,gathering line,third party,0,210,0,84,NO
2017-05-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),Windham -J-,Midland,production,tank battery,MECHANICAL FAILURE,0,5880,0,5040,NO
2017-05-22,Pioneer Natural Resources (acq. by ExxonMobil 2023),Flanagan 14-Lloyd A,Glasscock,production,tank battery,CORROSION,0,9450,0,9240,NO
2017-06-02,Pioneer Natural Resources (acq. by ExxonMobil 2023),Spraberry Driver Unit,Reagan,production,tank battery,WEATHER,336,8694,0,0,NO
2017-06-06,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sale Ranch AST facility,Martin,injection/disposal,tank battery,MECHANICAL FAILURE,0,10500,0,8400,NO
2017-06-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),Tank Farm,Midland,production,flowline,third party,42,210,0,0,NO
2017-06-08,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston 5,Midland,production,tank battery,MECHANICAL FAILURE,420,378,378,336,NO
2017-06-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),Midkiff Unit,Upton,injection/disposal,flowline,CORROSION,0,84,0,0,NO
2017-06-23,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Spraberry Unit,Midland,production,tank battery,CORROSION,168,630,0,0,NO
2017-06-25,Pioneer Natural Resources (acq. by ExxonMobil 2023),"University ""6-39""",Andrews,injection/disposal,pipeline,MECHANICAL FAILURE,0,5334,0,5040,NO
2017-06-26,Pioneer Natural Resources (acq. by ExxonMobil 2023),Collins -A-,Midland,injection/disposal,pipeline,MECHANICAL FAILURE,0,6468,0,0,NO
2017-06-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),WYE RANCH,Atascosa,PRODUCTION,HEATER TREATER,CORROSION,840,42,210,0,
2017-07-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),McClintic -J-,Midland,production,flowline,MECHANICAL FAILURE,1176,504,672,294,NO
2017-07-27,Pioneer Natural Resources (acq. by ExxonMobil 2023),Edwards,Midland,production,tank battery,MECHANICAL FAILURE,336,756,252,630,NO
2017-07-28,Pioneer Natural Resources (acq. by ExxonMobil 2023),H. HARLAN BETHUNE 01,Live Oak,PRODUCTION,TANK BATTERY,CORROSION,0,2646,0,630,NO
2017-08-06,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Spraberry Unit,Midland,production,flowline,WEATHER,42,630,0,0,NO
2017-08-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Freeman, Bessie",Midland,production,tank battery,MECHANICAL FAILURE,378,420,0,0,NO
2017-08-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Sale Ranch ""Q""",Martin,other,other,MECHANICAL FAILURE,0,1176,0,0,NO
2017-08-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),Midkiff Unit,Upton,production,well,MECHANICAL FAILURE,294,1050,252,1008,NO
2017-08-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),"University ""7-43:",Andrews,production,flowline,WEATHER,33.6,25.2,0,0,NO
2017-08-17,Pioneer Natural Resources (acq. by ExxonMobil 2023),Preston A,Midland,production,well,WEATHER,0,34650,0,33600,NO
2017-08-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Dove ""Z""",Martin,production,other,MECHANICAL FAILURE,126,21000,42,18900,NO
2017-08-31,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford,Midland,production,well,MECHANICAL FAILURE,21,21,0,0,NO
2017-09-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),Germania Spraberry Unit,Midland,injection/disposal,tank battery,other,42,7644,42,7476,NO
2017-09-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),Richards,Martin,production,flowline,HUMAN ERROR,21,8.4,0,0,NO
2017-10-01,Pioneer Natural Resources (acq. by ExxonMobil 2023),Boone -A-,Midland,production,tank battery,MECHANICAL FAILURE,924,16674,630,16674,NO
2017-10-03,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Guy ""I""",Martin,production,tank battery,WEATHER,420,1680,378,1596,NO
2017-10-03,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Stephens, Kelly",Midland,transportation,tank battery,HUMAN ERROR,42,4620,42,4578,NO
2017-10-04,Pioneer Natural Resources (acq. by ExxonMobil 2023),Hacienda,Upton,production,tank battery,MECHANICAL FAILURE,2016,336,1386,0,NO
2017-10-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Parks ""17""",Midland,production,flowline,CORROSION,411.6,67.2,210,0,NO
2017-10-16,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Sale Ranch ""Q""",Martin,production,well,MECHANICAL FAILURE,0,6720,0,5040,NO
2017-10-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Ragland ""2""",Martin,production,well,MECHANICAL FAILURE,462,168,399,0,NO
2017-10-29,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Martin ""4""",Martin,production,tank battery,MECHANICAL FAILURE,420,315,420,315,NO
2017-10-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Neal ""E""",Upton,production,tank battery,other,294,2562,252,2478,NO
2017-10-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),Burley,Martin,production,flowline,HUMAN ERROR,8.4,21,8.4,10.5,NO
2017-11-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),Estes-D-,Midland,injection/disposal,tank battery,MECHANICAL FAILURE,0,5250,0,0,NO
2017-11-26,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Spraberry Unit,Midland,production,flowline,MECHANICAL FAILURE,504,630,420,0,NO
2018-01-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),XBC Giddings Estate,Upton,production,tank battery,CORROSION,420,588,252,420,NO
2018-01-25,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Millen ""C""",Midland,injection/disposal,well,MECHANICAL FAILURE,0,126000,0,12600,NO
2018-02-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),Cowden C,Midland,production,tank battery,MECHANICAL FAILURE,1302,1260,1218,1050,NO
2018-02-12,Pioneer Natural Resources (acq. by ExxonMobil 2023),"University ""B7"" ""37""",Andrews,production,well,MECHANICAL FAILURE,378,2940,336,2730,NO
2018-02-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),North Pembrook Spraberry Unit,Upton,production,tank battery,MECHANICAL FAILURE,420,1050,294,756,NO
2018-02-16,Pioneer Natural Resources (acq. by ExxonMobil 2023),EDMUND TOM 01,Atascosa,PRODUCTION,SEPARATOR,CORROSION,420,42,0,0,
2018-02-22,Pioneer Natural Resources (acq. by ExxonMobil 2023),Casaga,Martin,production,well,MECHANICAL FAILURE,84,22890,63,21630,NO
2018-03-05,Pioneer Natural Resources (acq. by ExxonMobil 2023),Aldwell M R40,Reagan,production,tank battery,MECHANICAL FAILURE,1869,42,1260,0,NO
2018-03-06,Pioneer Natural Resources (acq. by ExxonMobil 2023),McMorries -A-,Martin,production,well,MECHANICAL FAILURE,210,126,168,84,NO
2018-04-22,Pioneer Natural Resources (acq. by ExxonMobil 2023),"University ""3-1""",Upton,injection/disposal,well,MECHANICAL FAILURE,3150,8820,2940,8400,NO
2018-06-21,Pioneer Natural Resources (acq. by ExxonMobil 2023),XBC Giddings Estate,Upton,production,tank battery,CORROSION,588,672,420,504,NO
2018-06-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),Beal-Snyder,Midland,production,tank battery,MECHANICAL FAILURE,42,14490,42,14238,NO
2018-07-06,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Dickenson ""E""",Martin,production,tank battery,MECHANICAL FAILURE,105,10584,105,8400,NO
2018-07-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Spraberry Unit,Midland,production,tank battery,CORROSION,2940,2772,1050,0,NO
2018-07-12,Pioneer Natural Resources (acq. by ExxonMobil 2023),Frank,Midland,production,flowline,HUMAN ERROR,0,16800,0,,NO
2018-07-12,Pioneer Natural Resources (acq. by ExxonMobil 2023),Germania Spraberry Unit,Midland,production,tank battery,MECHANICAL FAILURE,252,4200,210,3990,NO
2018-07-19,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Roverson ""A""",Midland,production,other,MECHANICAL FAILURE,0,10500,0,10080,NO
2018-07-19,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Wilson, Fannie ""39""",Midland,production,tank battery,MECHANICAL FAILURE,11760,27300,7140,25200,NO
2018-07-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Jim Tom ""48""",Glasscock,production,other,MECHANICAL FAILURE,0,10500,0,0,NO
2018-07-20,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Jim Tom ""48""",Glasscock,production,other,MECHANICAL FAILURE,0,5250,0,0,NO
2018-07-24,Pioneer Natural Resources (acq. by ExxonMobil 2023),Scharbauer Ranch,Martin,production,well,MECHANICAL FAILURE,420,33600,0,0,NO
2018-07-25,Pioneer Natural Resources (acq. by ExxonMobil 2023),"University ""7-43""",Andrews,injection/disposal,other,WEATHER,0,11088,0,1680,NO
2018-08-03,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sherrod Unit,Reagan,production,tank battery,MECHANICAL FAILURE,1050,7770,882,7350,NO
2018-08-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),Tank Farm,Midland,production,flowline,third party,42,126,21,84,NO
2018-08-18,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Sprayberry Unit,Midland,production,tank battery,MECHANICAL FAILURE,1680,8400,1638,8190,NO
2018-09-06,Pioneer Natural Resources (acq. by ExxonMobil 2023),Pembrook Unit,Upton,injection/disposal,well,MECHANICAL FAILURE,3150,31290,3108,30660,NO
2018-09-10,Pioneer Natural Resources (acq. by ExxonMobil 2023),North Pembrook Spraberry Unit,Upton,production,tank battery,MECHANICAL FAILURE,294,1050,210,840,NO
2018-09-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Houston Ranch ""13""",Glasscock,injection/disposal,tank battery,MECHANICAL FAILURE,84,16800,42,11718,NO
2018-09-25,Pioneer Natural Resources (acq. by ExxonMobil 2023),Scharbauer Ranch,Martin,production,well,MECHANICAL FAILURE,630,168000,,,NO
2018-09-27,Pioneer Natural Resources (acq. by ExxonMobil 2023),North Pembrook Spraberry Unit,Upton,production,tank battery,MECHANICAL FAILURE,378,840,294,126,NO
2018-09-27,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sale Ranch -C-,Martin,production,tank battery,MECHANICAL FAILURE,0,14070,0,13440,NO
2018-10-03,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Jim Tom ""32""",Martin,other,flowline,other,0,63000,0,0,NO
2018-10-04,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sherrod Unit,Reagan,production,flowline,third party,714,1554,630,1344,NO
2018-10-04,Pioneer Natural Resources (acq. by ExxonMobil 2023),Mcclintic -G-,Midland,production,pump,MECHANICAL FAILURE,4830,1470,4704,1134,NO
2018-10-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Erwin ""H""",Midland,production,tank battery,MECHANICAL FAILURE,16800,42000,,,NO
2018-10-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),Spraberry Driver Unit,Reagan,production,well,WEATHER,115.5,336,0,0,NO
2018-10-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Hutt, Donald L. Fee",Midland,production,tank battery,HUMAN ERROR,336,3360,252,3150,NO
2018-10-11,Pioneer Natural Resources (acq. by ExxonMobil 2023),SATILLITE #4 FACILITY,Bee,PRODUCTION,TANK BATTERY,"8"" HOSE SEPARATED",0,5040,0,3990,NO
2018-10-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),Babb 25B,Midland,production,tank battery,MECHANICAL FAILURE,1680,1680,1050,1260,NO
2018-11-07,Pioneer Natural Resources (acq. by ExxonMobil 2023),North Pembrook Spraberry Unit,Upton,production,well,CORROSION,504,3696,420,2940,NO
2018-11-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Neal ""E""",Upton,production,tank battery,MECHANICAL FAILURE,420,1680,336,1344,NO
2018-11-09,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Hutt, Donald L. Fee",Midland,production,tank battery,MECHANICAL FAILURE,504,6090,0,0,NO
2018-11-13,Pioneer Natural Resources (acq. by ExxonMobil 2023),Sprayberry Driver Unit,Glasscock,production,other,HUMAN ERROR,504,10920,420,10500,NO
2018-11-19,Pioneer Natural Resources (acq. by ExxonMobil 2023),Shackelford Sprayberry Unit,Midland,production,tank battery,MECHANICAL FAILURE,2856,7980,2730,7560,NO
2018-11-30,Pioneer Natural Resources (acq. by ExxonMobil 2023),"Turner ""H""",Midland,injection/disposal,tank battery,MECHANICAL FAILURE,0,147000,0,,NO
2018-12-14,Pioneer Natural Resources (acq. by ExxonMobil 2023),Merchant Unit,Reagan,production,tank battery,WEATHER,1134,1134,1050,1050,NO
